directorship_id,person_id,cin,appointment_date
DIR00090,PER00071,CIN00027,2023-05-31
DIR00091,PER00789,CIN00027,2026-01-11
DIR00092,PER00351,CIN00028,2021-12-25
DIR00093,PER00971,CIN00028,2025-05-17
DIR00094,PER00336,CIN00029,2022-02-15
DIR00095,PER00278,CIN00029,2025-03-25
DIR00096,PER00783,CIN00030,2022-06-25
DIR00097,PER00834,CIN00030,2023-11-14
DIR00098,PER00157,CIN00030,2022-10-12
DIR00099,PER00617,CIN00030,2024-01-09
DIR00100,PER00121,CIN00030,2023-09-21
DIR00101,PER00638,CIN00031,2025-07-02
DIR00102,PER00450,CIN00031,2024-01-25
DIR00103,PER00212,CIN00032,2023-09-30
DIR00104,PER00936,CIN00032,2022-05-06
DIR00105,PER00435,CIN00032,2024-12-19
DIR00106,PER00309,CIN00032,2025-03-25
DIR00107,PER00450,CIN00032,2022-11-11
DIR00108,PER00596,CIN00033,2021-12-08
DIR00109,PER00815,CIN00033,2022-12-20
DIR00110,PER00980,CIN00034,2024-08-04
DIR00111,PER00026,CIN00034,2021-05-21
DIR00112,PER00147,CIN00034,2024-11-21
DIR00113,PER00100,CIN00034,2022-05-28
DIR00114,PER00223,CIN00034,2022-01-26
DIR00115,PER00566,CIN00035,2021-06-17
DIR00116,PER00630,CIN00035,2023-01-18
DIR00117,PER00317,CIN00035,2023-01-06
DIR00118,PER00688,CIN00035,2024-02-02
DIR00119,PER00982,CIN00035,2024-06-26
DIR00120,PER00697,CIN00036,2022-10-20
DIR00121,PER00733,CIN00036,2024-03-06
DIR00122,PER00383,CIN00036,2021-08-17
DIR00123,PER00583,CIN00037,2021-06-12
DIR00124,PER00220,CIN00037,2025-11-28
DIR00125,PER00119,CIN00037,2021-08-09
DIR00126,PER00421,CIN00038,2024-11-16
DIR00127,PER00108,CIN00038,2024-07-04
DIR00128,PER00008,CIN00038,2025-03-17
DIR00129,PER00182,CIN00038,2026-01-05
DIR00130,PER00204,CIN00039,2022-02-01
DIR00131,PER00862,CIN00039,2023-06-29
DIR00132,PER00654,CIN00039,2022-11-11
DIR00133,PER00155,CIN00040,2021-10-08
DIR00134,PER00195,CIN00040,2021-12-02
DIR00135,PER00798,CIN00040,2025-06-25
DIR00136,PER00705,CIN00041,2022-05-02
DIR00137,PER00869,CIN00041,2021-10-04
DIR00138,PER00719,CIN00041,2024-11-20
DIR00139,PER00306,CIN00041,2025-12-20
DIR00140,PER00144,CIN00042,2022-08-27
DIR00141,PER00799,CIN00042,2021-03-19
DIR00142,PER00798,CIN00042,2024-03-13
DIR00143,PER00415,CIN00042,2022-02-16
DIR00144,PER00669,CIN00043,2024-12-12
DIR00145,PER00560,CIN00043,2024-12-07
DIR00146,PER00657,CIN00044,2025-04-22
DIR00147,PER00461,CIN00044,2024-07-23
DIR00148,PER00790,CIN00045,2023-08-05
DIR00149,PER00903,CIN00045,2022-07-21
DIR00150,PER00843,CIN00045,2025-10-28
DIR00151,PER00676,CIN00046,2023-09-07
DIR00152,PER00244,CIN00046,2023-01-25
DIR00153,PER00587,CIN00046,2021-09-17
DIR00154,PER00839,CIN00047,2024-01-06
DIR00155,PER00519,CIN00047,2023-10-15
DIR00156,PER00752,CIN00047,2022-06-17
DIR00157,PER00119,CIN00047,2024-04-28
DIR00158,PER00828,CIN00048,2021-05-02
DIR00159,PER00936,CIN00048,2021-02-21
DIR00160,PER00071,CIN00048,2023-06-11
DIR00161,PER00635,CIN00049,2022-05-12
DIR00162,PER00783,CIN00049,2021-07-01
DIR00163,PER00944,CIN00049,2024-01-15
DIR00164,PER00334,CIN00049,2025-04-15
DIR00165,PER00891,CIN00050,2025-10-12
DIR00166,PER00731,CIN00050,2023-10-19
DIR00167,PER00852,CIN00051,2025-06-14
DIR00168,PER00609,CIN00051,2023-05-03
DIR00169,PER00008,CIN00052,2024-12-06
DIR00170,PER00688,CIN00052,2022-11-23
DIR00171,PER00792,CIN00052,2025-02-23
DIR00172,PER00416,CIN00052,2022-11-01
DIR00173,PER00616,CIN00053,2023-05-28
DIR00174,PER00971,CIN00053,2024-07-11
DIR00175,PER00092,CIN00053,2023-03-08
DIR00176,PER00609,CIN00053,2023-10-16
DIR00177,PER00421,CIN00054,2021-02-17
DIR00178,PER00053,CIN00054,2025-08-19
DIR00179,PER00145,CIN00054,2021-09-26
DIR00180,PER00103,CIN00054,2022-12-21
DIR00181,PER00198,CIN00055,2026-01-01
DIR00182,PER00071,CIN00055,2024-10-14
DIR00183,PER00630,CIN00055,2025-09-16
DIR00184,PER00285,CIN00055,2021-03-30
DIR00185,PER00878,CIN00055,2023-11-22
DIR00186,PER00223,CIN00056,2023-07-21
DIR00187,PER00481,CIN00056,2023-11-20
DIR00188,PER00843,CIN00056,2022-05-01
DIR00189,PER00217,CIN00057,2021-07-03
DIR00190,PER00265,CIN00057,2025-06-06
DIR00191,PER00392,CIN00058,2024-11-10
DIR00192,PER00887,CIN00058,2022-01-20
DIR00193,PER00203,CIN00058,2022-06-09
DIR00194,PER00309,CIN00058,2024-07-23
DIR00195,PER00974,CIN00058,2023-02-06
DIR00196,PER00493,CIN00059,2023-01-12
DIR00197,PER00751,CIN00059,2022-01-02
DIR00198,PER00993,CIN00059,2022-10-14
DIR00199,PER00857,CIN00059,2022-07-03
DIR00200,PER00264,CIN00060,2025-04-09
DIR00201,PER00797,CIN00060,2023-10-19
DIR00202,PER00181,CIN00060,2021-02-22
DIR00203,PER00700,CIN00061,2023-05-07
DIR00204,PER00265,CIN00061,2024-08-16
DIR00205,PER00048,CIN00061,2023-03-28
DIR00206,PER00608,CIN00061,2021-08-11
DIR00207,PER00911,CIN00062,2023-07-14
DIR00208,PER00306,CIN00062,2025-05-07
DIR00209,PER00053,CIN00062,2025-10-15
DIR00210,PER00957,CIN00062,2023-07-29
DIR00211,PER00461,CIN00063,2025-01-28
DIR00212,PER00539,CIN00063,2023-01-10
DIR00213,PER00049,CIN00063,2021-03-16
DIR00214,PER00152,CIN00063,2022-01-25
DIR00215,PER00595,CIN00064,2021-04-10
DIR00216,PER00257,CIN00064,2021-05-15
DIR00217,PER00176,CIN00064,2023-11-02
DIR00218,PER00524,CIN00064,2022-03-14
DIR00219,PER00142,CIN00065,2025-08-04
DIR00220,PER00093,CIN00065,2025-10-14
DIR00221,PER00975,CIN00065,2021-05-19
DIR00222,PER00352,CIN00066,2025-09-07
DIR00223,PER00541,CIN00066,2024-02-07
DIR00224,PER00366,CIN00067,2024-07-26
DIR00225,PER00658,CIN00067,2024-08-01
DIR00226,PER00915,CIN00067,2024-05-16
DIR00227,PER00083,CIN00067,2022-06-30
DIR00228,PER00134,CIN00068,2021-02-10
DIR00229,PER00235,CIN00068,2023-01-16
DIR00230,PER00044,CIN00068,2026-01-05
DIR00231,PER00530,CIN00069,2024-10-16
DIR00232,PER00678,CIN00069,2025-07-09
DIR00233,PER00315,CIN00069,2022-11-20
DIR00234,PER00912,CIN00070,2022-09-18
DIR00235,PER00936,CIN00070,2023-09-21
DIR00236,PER00697,CIN00070,2021-08-13
DIR00237,PER00251,CIN00070,2021-03-27
DIR00238,PER00079,CIN00070,2023-06-02
DIR00239,PER00775,CIN00071,2021-10-20
DIR00240,PER00954,CIN00071,2022-05-01
DIR00241,PER00890,CIN00071,2024-08-29
DIR00242,PER00021,CIN00072,2022-03-31
DIR00243,PER00385,CIN00072,2024-12-05
DIR00244,PER00348,CIN00072,2025-05-19
DIR00245,PER00710,CIN00072,2024-01-20
DIR00246,PER00775,CIN00072,2024-01-22
DIR00247,PER00911,CIN00073,2022-05-05
DIR00248,PER00707,CIN00073,2021-12-12
DIR00249,PER00447,CIN00073,2025-12-14
DIR00250,PER00762,CIN00073,2025-02-20
DIR00251,PER00596,CIN00073,2024-01-19
DIR00252,PER00017,CIN00074,2022-11-28
DIR00253,PER00352,CIN00074,2024-02-06
DIR00254,PER00834,CIN00074,2023-07-29
DIR00255,PER00053,CIN00074,2025-11-13
DIR00256,PER00789,CIN00074,2021-12-12
DIR00257,PER00177,CIN00075,2023-02-20
DIR00258,PER00257,CIN00075,2023-02-18
DIR00259,PER00230,CIN00075,2021-05-30
DIR00260,PER00131,CIN00075,2026-01-18
DIR00261,PER00212,CIN00076,2024-01-13
DIR00262,PER00397,CIN00076,2024-05-02
DIR00263,PER00278,CIN00076,2024-02-06
DIR00264,PER00752,CIN00076,2021-05-08
DIR00265,PER00536,CIN00077,2025-06-14
DIR00266,PER00194,CIN00077,2024-10-23
DIR00267,PER00775,CIN00078,2025-05-22
DIR00268,PER00543,CIN00078,2023-04-28
DIR00269,PER00230,CIN00078,2022-01-23
DIR00270,PER00637,CIN00078,2023-12-29
DIR00271,PER00173,CIN00078,2024-03-26
DIR00272,PER00525,CIN00079,2022-04-20
DIR00273,PER00986,CIN00079,2021-08-09
DIR00274,PER00752,CIN00079,2023-11-18
DIR00275,PER00432,CIN00080,2022-11-07
DIR00276,PER00046,CIN00080,2024-08-25
DIR00277,PER00897,CIN00080,2025-12-01
DIR00278,PER00798,CIN00080,2022-11-14
DIR00279,PER00657,CIN00081,2022-04-25
DIR00280,PER00290,CIN00081,2023-07-26
DIR00281,PER00071,CIN00081,2024-02-25
DIR00282,PER00658,CIN00081,2024-01-24
DIR00283,PER00513,CIN00082,2025-12-19
DIR00284,PER00932,CIN00082,2025-03-30
DIR00285,PER00630,CIN00082,2022-11-30
DIR00286,PER00277,CIN00082,2023-02-25
DIR00287,PER00780,CIN00083,2021-05-08
DIR00288,PER00515,CIN00083,2025-05-26
DIR00289,PER00797,CIN00083,2025-08-23
DIR00290,PER00925,CIN00083,2022-10-26
DIR00291,PER00352,CIN00083,2026-01-03
DIR00292,PER00099,CIN00084,2025-12-14
DIR00293,PER00230,CIN00084,2023-02-16
DIR00294,PER00564,CIN00084,2021-03-12
DIR00295,PER00002,CIN00084,2023-06-19
DIR00296,PER00996,CIN00085,2022-03-02
DIR00297,PER00875,CIN00085,2024-03-07
DIR00298,PER00752,CIN00086,2024-03-27
DIR00299,PER00602,CIN00086,2024-11-09
DIR00300,PER00238,CIN00086,2025-12-12
DIR00301,PER00366,CIN00086,2024-06-22
DIR00302,PER00404,CIN00086,2025-11-20
DIR00303,PER00656,CIN00087,2024-05-08
DIR00304,PER00212,CIN00087,2021-12-21
DIR00305,PER00842,CIN00087,2024-02-17
DIR00306,PER00405,CIN00087,2025-03-25
DIR00307,PER00361,CIN00087,2022-05-16
DIR00308,PER00503,CIN00088,2021-07-06
DIR00309,PER00566,CIN00088,2021-03-06
DIR00310,PER00908,CIN00088,2023-06-15
DIR00311,PER00349,CIN00089,2021-09-05
DIR00312,PER00595,CIN00089,2024-02-08
DIR00313,PER00638,CIN00089,2022-01-30
DIR00314,PER00378,CIN00089,2025-10-14
DIR00315,PER00743,CIN00089,2025-11-03
DIR00316,PER00872,CIN00090,2021-02-19
DIR00317,PER00292,CIN00090,2024-03-25
DIR00318,PER00997,CIN00090,2025-12-18
DIR00319,PER00766,CIN00091,2024-11-22
DIR00320,PER00016,CIN00091,2024-02-23
DIR00321,PER00502,CIN00091,2024-04-14
DIR00322,PER00185,CIN00091,2021-04-03
DIR00323,PER00908,CIN00092,2023-05-02
DIR00324,PER00818,CIN00092,2025-06-23
DIR00325,PER00859,CIN00092,2025-12-09
DIR00326,PER00177,CIN00092,2022-01-25
DIR00327,PER00654,CIN00092,2021-03-21
DIR00328,PER00245,CIN00093,2024-07-03
DIR00329,PER00942,CIN00093,2024-06-14
DIR00330,PER00894,CIN00094,2022-09-10
DIR00331,PER00913,CIN00094,2024-04-16
DIR00332,PER00686,CIN00094,2024-12-20
DIR00333,PER00315,CIN00095,2023-03-31
DIR00334,PER00712,CIN00095,2025-07-31
DIR00335,PER00115,CIN00096,2024-02-01
DIR00336,PER00886,CIN00096,2024-08-07
DIR00337,PER00447,CIN00096,2021-09-13
DIR00338,PER00309,CIN00097,2023-09-06
DIR00339,PER00691,CIN00097,2025-08-28
DIR00340,PER00165,CIN00097,2022-08-01
DIR00341,PER00442,CIN00097,2021-06-21
DIR00342,PER00198,CIN00097,2023-07-21
DIR00343,PER00067,CIN00098,2021-07-22
DIR00344,PER00083,CIN00098,2024-01-07
DIR00345,PER00336,CIN00098,2023-01-22
DIR00346,PER00204,CIN00098,2025-02-21
DIR00347,PER00205,CIN00099,2024-03-24
DIR00348,PER00420,CIN00099,2022-03-31
DIR00349,PER00130,CIN00099,2025-09-02
DIR00350,PER00807,CIN00100,2024-08-09
DIR00351,PER00012,CIN00100,2024-05-30
DIR00352,PER00635,CIN00101,2021-04-11
DIR00353,PER00045,CIN00101,2022-05-11
DIR00354,PER00807,CIN00102,2025-08-15
DIR00355,PER00029,CIN00102,2025-06-11
DIR00356,PER00925,CIN00102,2023-10-11
DIR00357,PER00694,CIN00103,2025-12-25
DIR00358,PER00611,CIN00103,2021-08-20
DIR00359,PER00823,CIN00103,2025-11-26
DIR00360,PER00542,CIN00103,2021-11-05
DIR00361,PER00665,CIN00103,2024-11-02
DIR00362,PER00361,CIN00104,2021-12-24
DIR00363,PER00271,CIN00104,2025-11-19
DIR00364,PER00384,CIN00105,2024-05-24
DIR00365,PER00309,CIN00105,2025-12-15
DIR00366,PER00142,CIN00105,2025-03-08
DIR00367,PER00759,CIN00105,2021-08-15
DIR00368,PER00777,CIN00105,2025-01-17
DIR00369,PER00914,CIN00106,2022-02-20
DIR00370,PER00149,CIN00106,2023-06-11
DIR00371,PER00427,CIN00107,2022-03-06
DIR00372,PER00640,CIN00107,2023-08-30
DIR00373,PER00244,CIN00108,2023-09-23
DIR00374,PER00587,CIN00108,2024-10-10
DIR00375,PER00798,CIN00108,2023-02-04
DIR00376,PER00152,CIN00108,2023-07-09
DIR00377,PER00008,CIN00108,2021-05-31
DIR00378,PER00729,CIN00109,2022-01-13
DIR00379,PER00092,CIN00109,2022-09-25
DIR00380,PER00002,CIN00110,2025-12-19
DIR00381,PER00910,CIN00110,2023-01-16
DIR00382,PER00079,CIN00110,2023-06-07
DIR00383,PER00227,CIN00111,2024-07-01
DIR00384,PER00054,CIN00111,2024-10-01
DIR00385,PER00130,CIN00111,2025-06-03
DIR00386,PER00365,CIN00111,2025-02-16
DIR00387,PER00165,CIN00111,2025-02-02
DIR00388,PER00678,CIN00112,2021-10-12
DIR00389,PER00646,CIN00112,2022-03-14
DIR00390,PER00987,CIN00112,2024-08-15
DIR00391,PER00676,CIN00112,2025-11-07
DIR00392,PER00337,CIN00112,2022-11-19
DIR00393,PER00772,CIN00113,2025-03-15
DIR00394,PER00157,CIN00113,2025-04-13
DIR00395,PER00084,CIN00114,2025-08-10
DIR00396,PER00203,CIN00114,2023-11-03
DIR00397,PER00806,CIN00114,2021-08-09
DIR00398,PER00029,CIN00115,2025-10-19
DIR00399,PER00256,CIN00115,2021-06-13
DIR00400,PER00804,CIN00115,2021-09-02
DIR00401,PER00982,CIN00116,2023-04-13
DIR00402,PER00865,CIN00116,2022-07-31
DIR00403,PER00073,CIN00117,2021-02-17
DIR00404,PER00862,CIN00117,2021-07-25
DIR00405,PER00887,CIN00118,2024-09-02
DIR00406,PER00982,CIN00118,2021-03-06
DIR00407,PER00037,CIN00118,2021-12-14
DIR00408,PER00511,CIN00118,2021-02-27
DIR00409,PER00858,CIN00119,2021-03-06
DIR00410,PER00121,CIN00119,2023-12-04
DIR00411,PER00524,CIN00119,2025-04-18
DIR00412,PER00886,CIN00120,2025-10-11
DIR00413,PER00084,CIN00120,2025-07-07
DIR00414,PER00731,CIN00120,2023-02-12
DIR00415,PER00048,CIN00121,2021-06-21
DIR00416,PER00245,CIN00121,2024-05-17
DIR00417,PER00173,CIN00121,2024-11-16
DIR00418,PER00079,CIN00121,2022-09-16
DIR00419,PER00342,CIN00121,2026-01-23
DIR00420,PER00335,CIN00122,2022-04-17
DIR00421,PER00059,CIN00122,2022-08-27
DIR00422,PER00954,CIN00122,2021-03-16
DIR00423,PER00872,CIN00122,2023-01-30
DIR00424,PER00031,CIN00122,2023-02-08
DIR00425,PER00100,CIN00123,2024-05-13
DIR00426,PER00903,CIN00123,2022-10-28
DIR00427,PER00777,CIN00124,2021-11-19
DIR00428,PER00149,CIN00124,2021-08-09
DIR00429,PER00602,CIN00125,2023-12-13
DIR00430,PER01000,CIN00125,2025-10-23
DIR00431,PER00048,CIN00125,2024-03-12
DIR00432,PER00003,CIN00125,2021-02-19
DIR00433,PER00266,CIN00126,2025-12-13
DIR00434,PER00358,CIN00126,2022-06-15
DIR00435,PER00397,CIN00126,2021-10-29
DIR00436,PER00605,CIN00127,2024-01-17
DIR00437,PER00897,CIN00127,2023-07-07
DIR00438,PER00144,CIN00127,2022-09-19
DIR00439,PER00524,CIN00127,2025-09-15
DIR00440,PER00130,CIN00128,2022-03-24
DIR00441,PER00779,CIN00128,2024-11-04
DIR00442,PER00509,CIN00128,2023-10-15
DIR00443,PER00400,CIN00128,2023-04-16
DIR00444,PER00489,CIN00129,2025-04-04
DIR00445,PER00379,CIN00129,2024-07-06
DIR00446,PER00997,CIN00129,2025-04-09
DIR00447,PER00181,CIN00129,2024-08-27
DIR00448,PER00556,CIN00129,2021-09-06
DIR00449,PER00643,CIN00130,2023-05-24
DIR00450,PER00964,CIN00130,2024-01-03
DIR00451,PER00230,CIN00130,2025-05-11
DIR00452,PER00657,CIN00131,2021-04-09
DIR00453,PER00992,CIN00131,2022-11-19
DIR00454,PER00912,CIN00132,2025-01-17
DIR00455,PER00611,CIN00132,2025-02-07
DIR00456,PER00076,CIN00132,2023-11-17
DIR00457,PER00542,CIN00132,2022-03-31
DIR00458,PER00626,CIN00133,2025-04-08
DIR00459,PER00183,CIN00133,2022-07-20
DIR00460,PER00675,CIN00133,2024-09-25
DIR00461,PER00253,CIN00134,2022-12-23
DIR00462,PER00045,CIN00134,2024-10-09
DIR00463,PER00858,CIN00135,2025-03-14
DIR00464,PER00094,CIN00135,2023-11-12
DIR00465,PER00992,CIN00135,2023-02-13
DIR00466,PER00339,CIN00135,2026-01-27
DIR00467,PER00070,CIN00135,2024-03-31
DIR00468,PER00589,CIN00136,2021-03-13
DIR00469,PER00435,CIN00136,2021-10-28
DIR00470,PER00972,CIN00136,2025-01-31
DIR00471,PER00613,CIN00136,2023-11-18
DIR00472,PER00974,CIN00137,2024-12-24
DIR00473,PER00819,CIN00137,2024-03-27
DIR00474,PER00087,CIN00137,2022-09-05
DIR00475,PER00274,CIN00138,2021-07-17
DIR00476,PER00686,CIN00138,2023-05-17
DIR00477,PER00099,CIN00138,2022-12-31
DIR00478,PER00710,CIN00139,2024-04-13
DIR00479,PER00366,CIN00139,2022-10-08
DIR00480,PER00481,CIN00140,2024-08-16
DIR00481,PER00510,CIN00140,2023-12-17
DIR00482,PER00223,CIN00141,2025-11-27
DIR00483,PER00878,CIN00141,2021-04-01
DIR00484,PER00790,CIN00141,2023-06-27
DIR00485,PER00740,CIN00141,2024-07-15
DIR00486,PER00220,CIN00141,2024-06-26
DIR00487,PER00397,CIN00142,2023-08-11
DIR00488,PER00866,CIN00142,2024-11-07
DIR00489,PER00483,CIN00142,2021-05-13
DIR00490,PER00907,CIN00142,2022-07-12
DIR00491,PER00214,CIN00142,2025-02-26
DIR00492,PER00277,CIN00143,2022-10-19
DIR00493,PER00751,CIN00143,2022-05-17
DIR00494,PER00259,CIN00143,2026-01-22
DIR00495,PER00969,CIN00144,2021-04-15
DIR00496,PER00527,CIN00144,2025-12-18
DIR00497,PER00173,CIN00144,2023-03-21
DIR00498,PER00394,CIN00144,2024-06-13
DIR00499,PER00124,CIN00145,2022-05-08
DIR00500,PER00715,CIN00145,2021-12-28
DIR00501,PER00814,CIN00145,2025-07-13
DIR00502,PER00404,CIN00145,2021-07-27
DIR00503,PER00725,CIN00146,2021-03-25
DIR00504,PER00058,CIN00146,2022-12-18
DIR00505,PER00954,CIN00146,2025-02-15
DIR00506,PER00932,CIN00146,2022-12-03
DIR00507,PER00750,CIN00146,2022-12-07
DIR00508,PER00137,CIN00147,2024-08-02
DIR00509,PER00378,CIN00147,2024-10-10
DIR00510,PER00635,CIN00147,2021-04-23
DIR00511,PER00915,CIN00148,2023-04-08
DIR00512,PER00257,CIN00148,2021-05-23
DIR00513,PER00353,CIN00149,2025-10-18
DIR00514,PER00274,CIN00149,2022-11-04
DIR00515,PER00556,CIN00149,2022-07-29
DIR00516,PER00238,CIN00150,2025-08-30
DIR00517,PER00799,CIN00150,2023-06-28
DIR00518,PER00152,CIN00150,2022-04-10
DIR00519,PER00469,CIN00150,2025-02-25
DIR00520,PER00563,CIN00151,2025-01-13
DIR00521,PER00595,CIN00151,2024-04-23
DIR00522,PER00612,CIN00152,2022-08-04
DIR00523,PER00942,CIN00152,2021-07-08
DIR00524,PER00694,CIN00152,2022-06-10
DIR00525,PER00800,CIN00153,2024-06-03
DIR00526,PER00007,CIN00153,2021-09-07
DIR00527,PER00630,CIN00154,2021-02-06
DIR00528,PER00993,CIN00154,2025-02-27
DIR00529,PER00694,CIN00154,2024-10-01
DIR00530,PER00303,CIN00154,2024-03-22
DIR00531,PER00223,CIN00154,2022-12-09
DIR00532,PER00069,CIN00155,2023-01-10
DIR00533,PER00872,CIN00155,2021-09-18
DIR00534,PER00899,CIN00155,2024-12-08
DIR00535,PER00460,CIN00156,2024-06-05
DIR00536,PER00076,CIN00156,2024-01-04
DIR00537,PER00828,CIN00156,2021-12-27
DIR00538,PER00074,CIN00156,2021-12-16
DIR00539,PER00969,CIN00156,2023-01-26
DIR00540,PER00666,CIN00157,2024-05-22
DIR00541,PER00963,CIN00157,2025-06-08
DIR00542,PER00355,CIN00157,2022-09-03
DIR00543,PER00458,CIN00158,2024-11-18
DIR00544,PER00665,CIN00158,2025-04-11
DIR00545,PER00310,CIN00158,2021-07-04
DIR00546,PER00235,CIN00158,2025-05-30
DIR00547,PER00104,CIN00158,2024-10-29
DIR00548,PER00051,CIN00159,2022-10-05
DIR00549,PER00244,CIN00159,2023-04-05
DIR00550,PER00058,CIN00160,2021-11-25
DIR00551,PER00666,CIN00160,2021-11-19
DIR00552,PER00285,CIN00160,2023-10-18
DIR00553,PER00239,CIN00161,2022-08-18
DIR00554,PER00045,CIN00161,2025-05-07
DIR00555,PER00051,CIN00161,2024-04-16
DIR00556,PER00822,CIN00161,2026-01-27
DIR00557,PER00701,CIN00161,2022-05-18
DIR00558,PER00234,CIN00162,2023-08-09
DIR00559,PER00154,CIN00162,2022-10-05
DIR00560,PER00616,CIN00162,2025-02-13
DIR00561,PER00119,CIN00163,2022-04-17
DIR00562,PER00887,CIN00163,2023-09-02
DIR00563,PER00857,CIN00163,2024-04-21
DIR00564,PER00217,CIN00163,2024-03-22
DIR00565,PER00563,CIN00164,2025-05-22
DIR00566,PER00469,CIN00164,2021-03-26
DIR00567,PER00989,CIN00164,2021-07-04
DIR00568,PER00007,CIN00165,2022-05-28
DIR00569,PER00730,CIN00165,2022-03-07
DIR00570,PER00212,CIN00166,2022-03-06
DIR00571,PER00178,CIN00166,2024-06-06
DIR00572,PER00315,CIN00167,2024-05-19
DIR00573,PER00309,CIN00167,2021-02-22
DIR00574,PER00245,CIN00167,2023-05-06
DIR00575,PER00808,CIN00167,2021-05-25
DIR00576,PER00257,CIN00168,2021-02-18
DIR00577,PER00142,CIN00168,2024-06-03
DIR00578,PER00237,CIN00168,2024-02-19
DIR00579,PER00806,CIN00169,2025-10-17
DIR00580,PER00570,CIN00169,2021-02-24
DIR00581,PER00287,CIN00169,2024-06-13
